genome_id,BioProject,assembly,assembly_level,assembly_type,biosample,date,genbank,genome_representation,genus,organism,refseq,refseq_category,refseq_genbank_identity,release_type,species,strain,submitter,tax_id
GCF_020092365.1,PRJNA742520,ASM2009236v1,Contig,na,SAMN19960594,2021-09-22,GCA_020092365.1,full,Streptomyces,Streptomyces olivaceus (high GC Gram+),GCF_020092365.1,,yes,major,olivaceus,TRM81-6,"Institute of Microbiology, Chinese Academy of Sciences",47716
GCF_020092375.1,PRJNA742520,ASM2009237v1,Contig,na,SAMN19960592,2021-09-22,GCA_020092375.1,full,Streptomyces,Streptomyces olivaceus (high GC Gram+),GCF_020092375.1,,yes,major,olivaceus,FXJ2.420,"Institute of Microbiology, Chinese Academy of Sciences",47716
GCF_020092425.1,PRJNA742520,ASM2009242v1,Contig,na,SAMN19960591,2021-09-22,GCA_020092425.1,full,Streptomyces,Streptomyces olivaceus (high GC Gram+),GCF_020092425.1,,yes,major,olivaceus,FXJ2.418,"Institute of Microbiology, Chinese Academy of Sciences",47716
GCF_020092445.1,PRJNA742520,ASM2009244v1,Contig,na,SAMN19960589,2021-09-22,GCA_020092445.1,full,Streptomyces,Streptomyces olivaceus (high GC Gram+),GCF_020092445.1,,yes,major,olivaceus,FXJ2.411,"Institute of Microbiology, Chinese Academy of Sciences",47716
GCF_020092465.1,PRJNA742520,ASM2009246v1,Contig,na,SAMN19960588,2021-09-22,GCA_020092465.1,full,Streptomyces,Streptomyces olivaceus (high GC Gram+),GCF_020092465.1,,yes,major,olivaceus,FXJ2.410,"Institute of Microbiology, Chinese Academy of Sciences",47716
GCF_020092485.1,PRJNA742520,ASM2009248v1,Contig,na,SAMN19960587,2021-09-22,GCA_020092485.1,full,Streptomyces,Streptomyces olivaceus (high GC Gram+),GCF_020092485.1,,yes,major,olivaceus,FXJ2.409,"Institute of Microbiology, Chinese Academy of Sciences",47716
GCF_020092505.1,PRJNA742520,ASM2009250v1,Contig,na,SAMN19960590,2021-09-22,GCA_020092505.1,full,Streptomyces,Streptomyces olivaceus (high GC Gram+),GCF_020092505.1,,yes,major,olivaceus,FXJ2.417,"Institute of Microbiology, Chinese Academy of Sciences",47716
GCF_020092525.1,PRJNA742520,ASM2009252v1,Contig,na,SAMN19960586,2021-09-22,GCA_020092525.1,full,Streptomyces,Streptomyces olivaceus (high GC Gram+),GCF_020092525.1,,yes,major,olivaceus,FXJ1.268,"Institute of Microbiology, Chinese Academy of Sciences",47716
GCF_020092545.1,PRJNA742520,ASM2009254v1,Contig,na,SAMN19960585,2021-09-22,GCA_020092545.1,full,Streptomyces,Streptomyces olivaceus (high GC Gram+),GCF_020092545.1,,yes,major,olivaceus,FXJ1.066,"Institute of Microbiology, Chinese Academy of Sciences",47716
GCF_020092565.1,PRJNA742520,ASM2009256v1,Contig,na,SAMN19960583,2021-09-22,GCA_020092565.1,full,Streptomyces,Streptomyces olivaceus (high GC Gram+),GCF_020092565.1,,yes,major,olivaceus,CR27,"Institute of Microbiology, Chinese Academy of Sciences",47716
GCF_020092585.1,PRJNA742520,ASM2009258v1,Contig,na,SAMN19960584,2021-09-22,GCA_020092585.1,full,Streptomyces,Streptomyces olivaceus (high GC Gram+),GCF_020092585.1,,yes,major,olivaceus,FXJ1.045,"Institute of Microbiology, Chinese Academy of Sciences",47716
GCF_020092605.1,PRJNA742520,ASM2009260v1,Contig,na,SAMN19960582,2021-09-22,GCA_020092605.1,full,Streptomyces,Streptomyces olivaceus (high GC Gram+),GCF_020092605.1,,yes,major,olivaceus,CR24,"Institute of Microbiology, Chinese Academy of Sciences",47716
GCF_020092625.1,PRJNA742520,ASM2009262v1,Contig,na,SAMN19960581,2021-09-22,GCA_020092625.1,full,Streptomyces,Streptomyces olivaceus (high GC Gram+),GCF_020092625.1,,yes,major,olivaceus,CR22,"Institute of Microbiology, Chinese Academy of Sciences",47716
GCF_020092645.1,PRJNA742520,ASM2009264v1,Contig,na,SAMN19960578,2021-09-22,GCA_020092645.1,full,Streptomyces,Streptomyces olivaceus (high GC Gram+),GCF_020092645.1,,yes,major,olivaceus,CR8,"Institute of Microbiology, Chinese Academy of Sciences",47716
GCF_020092665.1,PRJNA742520,ASM2009266v1,Contig,na,SAMN19960580,2021-09-22,GCA_020092665.1,full,Streptomyces,Streptomyces olivaceus (high GC Gram+),GCF_020092665.1,,yes,major,olivaceus,CR18,"Institute of Microbiology, Chinese Academy of Sciences",47716
GCF_020092675.1,PRJNA742520,ASM2009267v1,Contig,na,SAMN19960576,2021-09-22,GCA_020092675.1,full,Streptomyces,Streptomyces olivaceus (high GC Gram+),GCF_020092675.1,,yes,major,olivaceus,CR2,"Institute of Microbiology, Chinese Academy of Sciences",47716
GCF_020092695.1,PRJNA742520,ASM2009269v1,Contig,na,SAMN19960579,2021-09-22,GCA_020092695.1,full,Streptomyces,Streptomyces olivaceus (high GC Gram+),GCF_020092695.1,,yes,major,olivaceus,CR12,"Institute of Microbiology, Chinese Academy of Sciences",47716
GCF_020092725.1,PRJNA742520,ASM2009272v1,Contig,na,SAMN19960577,2021-09-22,GCA_020092725.1,full,Streptomyces,Streptomyces olivaceus (high GC Gram+),GCF_020092725.1,,yes,major,olivaceus,CR3,"Institute of Microbiology, Chinese Academy of Sciences",47716
GCF_020093395.1,PRJNA762236,ASM2009339v1,Scaffold,na,SAMN21380920,2021-09-22,GCA_020093395.1,full,Streptomyces,Streptomyces griseocarneus (high GC Gram+),GCF_020093395.1,,yes,major,griseocarneus,CGMCC4.1088,Chinese Academy of Sciences,51201
GCF_020099395.1,PRJNA758832,ASM2009939v1,Complete Genome,na,SAMN21037215,2021-09-23,GCA_020099395.1,full,Streptomyces,Streptomyces mobaraensis (high GC Gram+),GCF_020099395.1,Representative Genome,yes,major,mobaraensis,DSM 40587,Shanghai Jiao Tong University,35621
GCF_020103755.1,PRJNA739831,ASM2010375v1,Scaffold,na,SAMN19803681,2021-09-23,GCA_020103755.1,full,Streptomyces,Streptomyces sp. LS1784 (high GC Gram+),GCF_020103755.1,,yes,major,sp.,LS1784,East China university of science and techlogy,2851533
GCF_020166595.1,PRJNA761221,ASM2016659v1,Contig,na,SAMN21246275,2021-09-25,GCA_020166595.1,full,Streptomyces,Streptomyces sp. PSKA30 (high GC Gram+),GCF_020166595.1,,yes,major,sp.,PSKA30,University of Calcutta,2874597
GCF_020176795.1,PRJNA764377,ASM2017679v1,Contig,na,SAMN21501665,2021-09-29,GCA_020176795.1,full,Streptomyces,Streptomyces sp. 8L (high GC Gram+),GCF_020176795.1,,yes,major,sp.,8L,Universidad de La Frontera,2877242
GCF_020177475.1,PRJNA764377,ASM2017747v1,Contig,na,SAMN21501664,2021-09-29,GCA_020177475.1,full,Streptomyces,Streptomyces sp. 7G (high GC Gram+),GCF_020177475.1,,yes,major,sp.,7G,Universidad de La Frontera,2877241
GCF_020180955.1,PRJNA762633,ASM2018095v1,Scaffold,na,SAMN21399562,2021-09-29,GCA_020180955.1,full,Streptomyces,Streptomyces sp. CoT10 (high GC Gram+),GCF_020180955.1,,yes,major,sp.,CoT10,Hunan university,2875762
GCF_020181035.1,PRJNA762677,ASM2018103v1,Scaffold,na,SAMN21401131,2021-09-29,GCA_020181035.1,full,Streptomyces,Streptomyces sp. CoH27 (high GC Gram+),GCF_020181035.1,,yes,major,sp.,CoH27,Hunan university,2875763
GCF_020312175.1,PRJNA592362,ASM2031217v1,Contig,na,SAMN16577101,2021-10-06,GCA_020312175.1,full,Streptomyces,Streptomyces solaniscabiei (high GC Gram+),GCF_020312175.1,,yes,major,solaniscabiei,FS75,Agricultural Reasearch Council,2683255
GCF_020312215.1,PRJNA592362,ASM2031221v1,Contig,na,SAMN16577100,2021-10-06,GCA_020312215.1,full,Streptomyces,Streptomyces solaniscabiei (high GC Gram+),GCF_020312215.1,Representative Genome,yes,major,solaniscabiei,FS66,Agricultural Reasearch Council,2683255
GCF_020312235.1,PRJNA592362,ASM2031223v1,Contig,na,SAMN13430416,2021-10-06,GCA_020312235.1,full,Streptomyces,Streptomyces pseudogriseolus (high GC Gram+),GCF_020312235.1,,yes,major,pseudogriseolus,N92,Agricultural Reasearch Council,36817
GCF_020312255.1,PRJNA592362,ASM2031225v1,Contig,na,SAMN13430413,2021-10-06,GCA_020312255.1,full,Streptomyces,Streptomyces pseudogriseolus (high GC Gram+),GCF_020312255.1,,yes,major,pseudogriseolus,FS94,Agricultural Reasearch Council,36817
GCF_020312265.1,PRJNA592362,ASM2031226v1,Contig,na,SAMN13430415,2021-10-06,GCA_020312265.1,full,Streptomyces,Streptomyces solaniscabiei (high GC Gram+),GCF_020312265.1,,yes,major,solaniscabiei,N26,Agricultural Reasearch Council,2683255
GCF_020312315.1,PRJNA592362,ASM2031231v1,Contig,na,SAMN13430412,2021-10-06,GCA_020312315.1,full,Streptomyces,Streptomyces solaniscabiei (high GC Gram+),GCF_020312315.1,,yes,major,solaniscabiei,FS70,Agricultural Reasearch Council,2683255
GCF_020328095.1,PRJNA695128,ASM2032809v1,Contig,na,SAMN21894254,2021-10-06,GCA_020328095.1,full,Streptomyces,Streptomyces sp. SCA3-4 (high GC Gram+),GCF_020328095.1,,yes,major,sp.,SCA3-4,Chinese Academy of Tropical Agricultural Sciences,2871810
GCF_020341595.1,PRJNA765746,ASM2034159v1,Complete Genome,na,SAMN21584111,2021-10-07,GCA_020341595.1,full,Streptomyces,Streptomyces sp. WA6-1-16 (high GC Gram+),GCF_020341595.1,,yes,major,sp.,WA6-1-16,Guangdong Pharmaceutical University,2879427
GCF_020400585.1,PRJNA758553,ASM2040058v1,Contig,na,SAMN21030540,2021-10-08,GCA_020400585.1,full,Streptomyces,Streptomyces sp. NK08204 (high GC Gram+),GCF_020400585.1,,yes,major,sp.,NK08204,King Mongkut's Institue of Technology Ladkrabang,2873260
GCF_020400595.1,PRJNA643166,ASM2040059v1,Contig,na,SAMN20968926,2021-10-08,GCA_020400595.1,full,Streptomyces,Streptomyces sp. TML10 (high GC Gram+),GCF_020400595.1,,yes,major,sp.,TML10,Mahasarakham University,2872625
GCF_020400605.1,PRJNA643166,ASM2040060v1,Contig,na,SAMN20968928,2021-10-08,GCA_020400605.1,full,Streptomyces,Streptomyces aculeolatus (high G+C Gram-positive bacteria),GCF_020400605.1,Representative Genome,yes,major,aculeolatus,DSM 41644,Mahasarakham University,270689
GCF_020400645.1,PRJNA643166,ASM2040064v1,Contig,na,SAMN20968927,2021-10-08,GCA_020400645.1,full,Streptomyces,Streptomyces sp. PHES57 (high GC Gram+),GCF_020400645.1,,yes,major,sp.,PHES57,Mahasarakham University,2872626
GCF_020400655.1,PRJNA643166,ASM2040065v1,Contig,na,SAMN20968887,2021-10-08,GCA_020400655.1,full,Streptomyces,Streptomyces sp. SBTS01 (high GC Gram+),GCF_020400655.1,,yes,major,sp.,SBTS01,Mahasarakham University,2872623
GCF_020400685.1,PRJNA758566,ASM2040068v1,Contig,na,SAMN21030763,2021-10-08,GCA_020400685.1,full,Streptomyces,Streptomyces echinatus (high GC Gram+),GCF_020400685.1,,yes,major,echinatus,JCM4574,King Mongkut's Institue of Technology Ladkrabang,67293
GCF_020400725.1,PRJNA758559,ASM2040072v1,Contig,na,SAMN21030747,2021-10-08,GCA_020400725.1,full,Streptomyces,Streptomyces sp. NK15101 (high GC Gram+),GCF_020400725.1,,yes,major,sp.,NK15101,King Mongkut's Institue of Technology Ladkrabang,2873261
GCF_020400825.1,PRJNA758562,ASM2040082v1,Contig,na,SAMN21030748,2021-10-08,GCA_020400825.1,full,Streptomyces,Streptomyces sp. HPF1205 (high GC Gram+),GCF_020400825.1,,yes,major,sp.,HPF1205,King Mongkut's Institue of Technology Ladkrabang,2873262
GCF_020404845.1,PRJNA759648,ASM2040484v1,Contig,na,SAMN21177921,2021-10-09,GCA_020404845.1,full,Streptomyces,Streptomyces hyderabadensis (high GC Gram+),GCF_020404845.1,Representative Genome,yes,major,hyderabadensis,JCM 17657,King Mongkut's Institue of Technology Ladkrabang,598549
GCF_020410765.1,PRJNA765940,ASM2041076v1,Complete Genome,na,SAMN21592513,2021-10-11,GCA_020410765.1,full,Streptomyces,Streptomyces sp. SCSIO 64649 (high GC Gram+),GCF_020410765.1,,yes,major,sp.,SCSIO 64649,"South China Sea Institute of Oceanology, Chinese Academy of Sciences",2878388
GCF_020515735.1,PRJNA766824,ASM2051573v1,Contig,na,SAMN21877250,2021-10-17,GCA_020515735.1,full,Streptomyces,Streptomyces parvulus (high GC Gram+),GCF_020515735.1,,yes,major,parvulus,LP03,Chulalongkorn university,146923
GCF_020521255.1,PRJDB9782,ASM2052125v1,Contig,na,SAMD00227997,2021-09-30,GCA_020521255.1,full,Streptomyces,Streptomyces hydrogenans (high GC Gram+),GCF_020521255.1,Representative Genome,yes,major,hydrogenans,NBRC 13475,"Biological Resource Center, National Institute of Technology and Evaluation (NBRC)",1873719
GCF_020521275.1,PRJDB9783,ASM2052127v1,Contig,na,SAMD00227998,2021-09-30,GCA_020521275.1,full,Streptomyces,Streptomyces daghestanicus (high GC Gram+),GCF_020521275.1,Representative Genome,yes,major,daghestanicus,NBRC 12762,"Biological Resource Center, National Institute of Technology and Evaluation (NBRC)",66885
GCF_020521295.1,PRJDB9784,ASM2052129v1,Contig,na,SAMD00227999,2021-09-30,GCA_020521295.1,full,Streptomyces,Streptomyces violascens (high GC Gram+),GCF_020521295.1,Representative Genome,yes,major,violascens,NBRC 12920,"Biological Resource Center, National Institute of Technology and Evaluation (NBRC)",67381
GCF_020521315.1,PRJDB9785,ASM2052131v1,Contig,na,SAMD00228000,2021-09-30,GCA_020521315.1,full,Streptomyces,Streptomyces albidoflavus (high GC Gram+),GCF_020521315.1,,yes,major,albidoflavus,NBRC 12854,"Biological Resource Center, National Institute of Technology and Evaluation (NBRC)",1886
GCF_020532625.1,PRJNA770026,ASM2053262v1,Contig,na,SAMN22202534,2021-10-19,GCA_020532625.1,full,Streptomyces,Streptomyces sp. SMC 277 (high GC Gram+),GCF_020532625.1,,yes,major,sp.,SMC 277,"Mahidol University, Faculty of Public Health",2883108
GCF_020532645.1,PRJNA770034,ASM2053264v1,Contig,na,SAMN22202711,2021-10-19,GCA_020532645.1,full,Streptomyces,Streptomyces bambusae (high GC Gram+),GCF_020532645.1,Representative Genome,yes,major,bambusae,T110,"Mahidol University, Faculty of Public Health",1550616
GCF_020535385.1,PRJNA770829,ASM2053538v1,Complete Genome,na,SAMN22237421,2021-10-20,GCA_020535385.1,full,Streptomyces,Streptomyces sp. WA1-19 (high GC Gram+),GCF_020535385.1,,yes,major,sp.,WA1-19,Guangdong Pharmaceutical University,2884220
GCF_020564935.1,PRJNA771939,ASM2056493v1,Contig,na,SAMN22350879,2021-10-25,GCA_020564935.1,full,Streptomyces,Streptomyces sp. SF28 (high GC Gram+),GCF_020564935.1,,yes,major,sp.,SF28,Nicolaus Copernicus University,2884812
GCF_020616555.1,PRJNA768972,ASM2061655v1,Complete Genome,na,SAMN22072534,2021-10-26,GCA_020616555.1,full,Streptomyces,Streptomyces sp. BH-MK-02 (high GC Gram+),GCF_020616555.1,,yes,major,sp.,BH-MK-02,Hunan Institute of Agricultural Biotechnology,2880933
GCF_020639365.1,PRJNA758194,ASM2063936v1,Scaffold,na,SAMN21015375,2021-10-26,GCA_020639365.1,full,Streptomyces,Streptomyces flavotricini (high GC Gram+),GCF_020639365.1,Representative Genome,yes,major,flavotricini,NGL1,Chandigarh University,66888
GCF_020640855.1,PRJNA772892,ASM2064085v1,Scaffold,na,SAMN22418706,2021-10-26,GCA_020640855.1,full,Streptomyces,Streptomyces californicus (high GC Gram+),GCF_020640855.1,,yes,major,californicus,TBG-201,"Department of Botany, Kayavattom Campus, University of Kerala, Trivandrum",67351
GCF_020685565.1,PRJNA772909,ASM2068556v1,Contig,na,SAMN22419675,2021-10-31,GCA_020685565.1,full,Streptomyces,Streptomyces sp. ET3-23 (high GC Gram+),GCF_020685565.1,,yes,major,sp.,ET3-23,Chulalongkorn University,2885643
GCF_020685665.1,PRJNA772909,ASM2068566v1,Contig,na,SAMN22419674,2021-10-31,GCA_020685665.1,full,Streptomyces,Streptomyces sp. CT1-17 (high GC Gram+),GCF_020685665.1,,yes,major,sp.,CT1-17,Chulalongkorn University,2885642
GCF_020739505.1,PRJNA754006,ASM2073950v1,Contig,na,SAMN21157270,2021-11-03,GCA_020739505.1,full,Streptomyces,Streptomyces sp. S07_1.15 (high GC Gram+),GCF_020739505.1,,yes,major,sp.,S07_1.15,I3S - Instituto de Investigacao e Inovacao em Saude,2873925
GCF_020740535.1,PRJNA754006,ASM2074053v1,Complete Genome,na,SAMN20720482,2021-11-04,GCA_020740535.1,full,Streptomyces,Streptomyces sp. MA3_2.13 (high GC Gram+),GCF_020740535.1,,yes,major,sp.,MA3_2.13,I3S - Instituto de Investigacao e Inovacao em Saude,2867410
GCF_020740835.1,PRJNA756635,ASM2074083v1,Scaffold,na,SAMN20868056,2021-11-04,GCA_020740835.1,full,Streptomyces,Streptomyces sp. UNOC14_S4 (high GC Gram+),GCF_020740835.1,,yes,major,sp.,UNOC14_S4,University of the Philippines Diliman,2872340
GCF_020740895.1,PRJNA756635,ASM2074089v1,Scaffold,na,SAMN20868055,2021-11-04,GCA_020740895.1,full,Streptomyces,Streptomyces sp. UNOB3_S3 (high GC Gram+),GCF_020740895.1,,yes,major,sp.,UNOB3_S3,University of the Philippines Diliman,2871682
GCF_020741675.1,PRJNA543206,ASM2074167v1,Contig,na,SAMN21194318,2021-11-04,GCA_020741675.1,full,Kitasatospora,Kitasatospora aureofaciens (high G+C Gram-positive bacteria),GCF_020741675.1,,yes,major,aureofaciens,ChiBjej1-411,Quadram Institutte,1894
GCF_020783455.1,PRJNA775803,ASM2078345v1,Complete Genome,na,SAMN22627480,2021-11-07,GCA_020783455.1,full,Streptomyces,Streptomyces anulatus (high GC Gram+),GCF_020783455.1,Representative Genome,yes,major,anulatus,YINM00001,school of medicine,1892
GCF_020783515.1,PRJNA776125,ASM2078351v1,Complete Genome,na,SAMN22746539,2021-11-07,GCA_020783515.1,full,Streptomyces,Streptomyces fungicidicus (high GC Gram+),GCF_020783515.1,,yes,major,fungicidicus,F10,University of Manchester,68203
GCF_020783535.1,PRJNA776125,ASM2078353v1,Complete Genome,na,SAMN22746538,2021-11-07,GCA_020783535.1,full,Streptomyces,Streptomyces fungicidicus (high GC Gram+),GCF_020783535.1,,yes,major,fungicidicus,F9,University of Manchester,68203
GCF_020783555.1,PRJNA776125,ASM2078355v1,Complete Genome,na,SAMN22746537,2021-11-07,GCA_020783555.1,full,Streptomyces,Streptomyces fungicidicus (high GC Gram+),GCF_020783555.1,,yes,major,fungicidicus,F8,University of Manchester,68203
GCF_020783575.1,PRJNA776125,ASM2078357v1,Complete Genome,na,SAMN22746540,2021-11-07,GCA_020783575.1,full,Streptomyces,Streptomyces fungicidicus (high GC Gram+),GCF_020783575.1,,yes,major,fungicidicus,ATCC 21013,University of Manchester,68203
GCF_020783595.1,PRJNA776125,ASM2078359v1,Complete Genome,na,SAMN22746535,2021-11-07,GCA_020783595.1,full,Streptomyces,Streptomyces fungicidicus (high GC Gram+),GCF_020783595.1,,yes,major,fungicidicus,F2,University of Manchester,68203
GCF_020783615.1,PRJNA776125,ASM2078361v1,Complete Genome,na,SAMN22746534,2021-11-07,GCA_020783615.1,full,Streptomyces,Streptomyces fungicidicus (high GC Gram+),GCF_020783615.1,,yes,major,fungicidicus,F1,University of Manchester,68203
GCF_020783635.1,PRJNA776125,ASM2078363v1,Complete Genome,na,SAMN22746536,2021-11-07,GCA_020783635.1,full,Streptomyces,Streptomyces fungicidicus (high GC Gram+),GCF_020783635.1,,yes,major,fungicidicus,F7,University of Manchester,68203
GCF_020790115.1,PRJNA774437,ASM2079011v1,Complete Genome,na,SAMN22563801,2021-11-08,GCA_020790115.1,full,Streptomyces,Streptomyces lydicus (high GC Gram+),GCF_020790115.1,,yes,major,lydicus,M01,Nanjing Tech university,47763
GCF_020819595.1,PRJNA776664,ASM2081959v1,Contig,na,SAMN22814145,2021-11-09,GCA_020819595.1,full,Streptomyces,Streptomyces sp. JA03 (high GC Gram+),GCF_020819595.1,,yes,major,sp.,JA03,Chulalongkorn university,2892029
GCF_020861705.1,PRJNA777709,ASM2086170v1,Contig,na,SAMN22870856,2021-11-14,GCA_020861705.1,full,Streptomyces,Streptomyces sp. R1 (high GC Gram+),GCF_020861705.1,,yes,major,sp.,R1,NIBGE,1509279
GCF_020873815.1,PRJNA744750,ASM2087381v1,Contig,na,SAMN20117996,2021-11-15,GCA_020873815.1,full,Streptomyces,Streptomyces sp. DH20 (high GC Gram+),GCF_020873815.1,,yes,major,sp.,DH20,Ain Shams University,2857009
GCF_020873855.1,PRJNA744750,ASM2087385v1,Contig,na,SAMN20117999,2021-11-15,GCA_020873855.1,full,Streptomyces,Streptomyces sp. DH1 (high GC Gram+),GCF_020873855.1,,yes,major,sp.,DH1,Ain Shams University,2857012
GCF_020873925.1,PRJNA744750,ASM2087392v1,Contig,na,SAMN20117992,2021-11-15,GCA_020873925.1,full,Streptomyces,Streptomyces sp. DH7 (high GC Gram+),GCF_020873925.1,,yes,major,sp.,DH7,Ain Shams University,2857006
GCF_020881015.1,PRJNA777723,ASM2088101v1,Contig,na,SAMN22871570,2021-11-15,GCA_020881015.1,full,Streptomyces,Streptomyces rochei (high G+C Gram-positive bacteria),GCF_020881015.1,Representative Genome,yes,major,rochei,NS1,NIBGE,1928
GCF_020881855.1,PRJNA632701,ASM2088185v1,Chromosome,na,SAMN14917894,2021-11-16,GCA_020881855.1,full,Streptomyces,Streptomyces sp. OUCMDZ-3434 (high GC Gram+),GCF_020881855.1,,yes,major,sp.,OUCMDZ-3434,Ocean University of China,1535304
GCF_020907265.1,PRJNA779699,ASM2090726v1,Scaffold,na,SAMN23070849,2021-11-21,GCA_020907265.1,full,Streptomyces,Streptomyces parvulus (high GC Gram+),GCF_020907265.1,,yes,major,parvulus,SX6,"Institute of Biotechnology, Vietnam Academy of Science and Technology (VAST)",146923
GCF_020907985.1,PRJNA779186,ASM2090798v1,Contig,na,SAMN23014029,2021-11-21,GCA_020907985.1,full,Kitasatospora,Kitasatospora sp. RB6PN24 (high GC Gram+),GCF_020907985.1,,yes,major,sp.,RB6PN24,Kasetsart University,2893891
GCF_020982505.1,PRJNA267646,ASM2098250v1,Contig,na,SAMN11254711,2021-11-24,GCA_020982505.1,full,Streptomyces,Streptomyces sp. MNU89 (high GC Gram+),GCF_020982505.1,,yes,major,sp.,MNU89,Institute of Genomics and Integrative Biology,2560025
GCF_020982545.1,PRJNA267646,ASM2098254v1,Contig,na,SAMN11254710,2021-11-24,GCA_020982545.1,full,Streptomyces,Streptomyces sp. MNU76 (high GC Gram+),GCF_020982545.1,,yes,major,sp.,MNU76,Institute of Genomics and Integrative Biology,2560026
GCF_020991365.1,PRJNA781392,ASM2099136v1,Scaffold,na,SAMN23247157,2021-11-28,GCA_020991365.1,full,Streptacidiphilus,Streptacidiphilus sp. ASG 303 (high GC Gram+),GCF_020991365.1,,yes,major,sp.,ASG 303,National Center for Genetic Engineering and Biotechnology (BIOTEC),2896847
GCF_021028635.1,PRJNA708196,ASM2102863v1,Complete Genome,na,SAMN18221133,2021-12-02,GCA_021028635.1,full,Streptomyces,Streptomyces huasconensis (high GC Gram+),GCF_021028635.1,Representative Genome,yes,major,huasconensis,D23,Chinese Academy of Sciences,1854574
GCF_021029465.1,PRJNA721311,ASM2102946v1,Complete Genome,na,SAMN18970196,2021-12-03,GCA_021029465.1,full,Streptomyces,Streptomyces sp. Go 40/10 (high GC Gram+),GCF_021029465.1,,yes,major,sp.,Go 40/10,Novo Nordisk Center for biosustainability,2825844
GCF_021044745.1,PRJNA782820,ASM2104474v1,Scaffold,na,SAMN23401469,2021-12-05,GCA_021044745.1,full,Streptomyces,Streptomyces sp. MBT42 (high GC Gram+),GCF_021044745.1,,yes,major,sp.,MBT42,Leiden University,1488373
GCF_021083325.1,PRJNA772274,ASM2108332v1,Scaffold,na,SAMN22373366,2021-12-06,GCA_021083325.1,full,Streptomyces,Streptomyces sp. CNZ748 (high GC Gram+),GCF_021083325.1,,yes,major,sp.,CNZ748,"University of California, San Diego",2885160
GCF_021165735.1,PRJNA781399,ASM2116573v1,Complete Genome,na,SAMN23247340,2021-12-12,GCA_021165735.1,full,Yinghuangia,Yinghuangia sp. ASG 101 (high GC Gram+),GCF_021165735.1,,yes,major,sp.,ASG 101,National Center for Genetic Engineering and Biotechnology (BIOTEC),2896848
GCF_021173675.1,PRJNA753994,ASM2117367v1,Scaffold,na,SAMN20720078,2021-12-13,GCA_021173675.1,full,Streptomyces,Streptomyces lincolnensis (high GC Gram+),GCF_021173675.1,,yes,major,lincolnensis,L4,Chinese Academy of Agricultural Sciences,1915
GCF_021216675.1,PRJNA762164,ASM2121667v1,Complete Genome,na,SAMN21379562,2021-12-16,GCA_021216675.1,full,Streptomyces,Streptomyces sp. 1_25 (high GC Gram+),GCF_021216675.1,,yes,major,sp.,1_25,Chinese Academy of Sciences,2875706
GCF_021228115.1,PRJNA774980,ASM2122811v1,Scaffold,na,SAMN22600513,2021-12-18,GCA_021228115.1,full,Streptomyces,Streptomyces albireticuli (high GC Gram+),GCF_021228115.1,,yes,major,albireticuli,NRRL B1670 type C,Joint Bioenergy Institute,1940
GCF_021228125.1,PRJNA774980,ASM2122812v1,Scaffold,na,SAMN22600511,2021-12-18,GCA_021228125.1,full,Streptomyces,Streptomyces albireticuli (high GC Gram+),GCF_021228125.1,,yes,major,albireticuli,NRRL B1670,Joint Bioenergy Institute,1940
GCF_021228305.1,PRJNA774980,ASM2122830v1,Scaffold,na,SAMN22600512,2021-12-18,GCA_021228305.1,full,Streptomyces,Streptomyces albireticuli (high GC Gram+),GCF_021228305.1,Representative Genome,yes,major,albireticuli,NRRL B1670 type B,Joint Bioenergy Institute,1940
GCF_021233395.1,PRJNA788216,ASM2123339v1,Complete Genome,na,SAMN23931761,2021-12-20,GCA_021233395.1,full,Streptomyces,Streptomyces sp. HNM0561 (high GC Gram+),GCF_021233395.1,,yes,major,sp.,HNM0561,Hainan University,2903099
GCF_021246025.1,PRJNA788300,ASM2124602v1,Contig,na,SAMN23960809,2021-12-20,GCA_021246025.1,full,Streptomyces,Streptomyces sp. 8ZJF_21 (high GC Gram+),GCF_021246025.1,,yes,major,sp.,8ZJF_21,Chinese Academy of Tropical Agricultural Sciences,2903141
GCF_021261325.1,PRJNA774363,ASM2126132v1,Scaffold,na,SAMN22562923,2021-12-21,GCA_021261325.1,full,Streptomyces,Streptomyces sp. NR30 (high GC Gram+),GCF_021261325.1,,yes,major,sp.,NR30,Chungnam National University,2886947
GCF_021300715.1,PRJNA788910,ASM2130071v1,Contig,na,SAMN24039070,2021-12-27,GCA_021300715.1,full,Streptomyces,Streptomyces sp. CMSTAAHL-2 (high GC Gram+),GCF_021300715.1,,yes,major,sp.,CMSTAAHL-2,Centre for Marine Science and Technology,2904522
GCF_021366495.1,PRJNA789597,ASM2136649v1,Contig,na,SAMN24058445,2022-01-05,GCA_021366495.1,full,Streptomyces,Streptomyces albulus (high GC Gram+),GCF_021366495.1,,yes,major,albulus,DS30.6,University of Science- Vietnam National University Ho Chi Minh City,68570
GCF_021383925.1,PRJNA514840,ASM2138392v1,Complete Genome,na,SAMN12598824,2022-01-07,GCA_021383925.1,full,Streptomyces,Streptomyces sp. BSE6.1 (high GC Gram+),GCF_021383925.1,,yes,major,sp.,BSE6.1,National Institute of Ocean Technology,2605730
GCF_021390235.1,PRJNA792737,ASM2139023v1,Contig,na,SAMN24460912,2022-01-08,GCA_021390235.1,full,Streptomyces,Streptomyces purpurascens (high GC Gram+),GCF_021390235.1,,yes,major,purpurascens,DSM 40310,University of Tuebingen,1924
